category,description,title,institute,timestamp,site,credits,id
,"Guidance for graduate students embarking on a research career in computer science. Topics include: research resources and methodologies, the research project development process, refereeing and reviewing, written and oral presentations, the dissertation, writing effective research proposals, ethics, and career planning. (Required of first-year doctoral candidates; open to interested CS Master's students.)",Computer Science Graduate Initiation,Boston University,,www.bu.edu,2,GRS CS 697
,"Introduction to computer graphics algorithms, programming methods, and applications. Focus on fundamentals of two- and three-dimensional raster graphics: scan-conversion, clipping, geometric transformations, and camera modeling. Introduce concepts in computational geometry, computer-human interfaces, animation, and visual realism. ",Graduate Introduction to Computer Graphics,Boston University,,www.bu.edu,4,GRS CS 680
,"Graduate introduction to database management systems. Examines entity-relationship,  relational, and object-oriented data models; commercial query languages: SQL,  relational algebra, relational calculus, and QBE; file organization, indexing and hashing,  query optimization, transaction processing, concurrency control and recovery, integrity,  and security.",Graduate Introduction to Database Systems,Boston University,,www.bu.edu,4,GRS CS 660
,"Concepts underlying the design of high-performance computer networks and scalable  protocols. Topics include Internet design principles and methodology, TCP/IP  implementation, packet switching and routing algorithms, multicast, quality of service  considerations, error detection and correction, and performance evaluation.",Graduate Computer Networks,Boston University,,www.bu.edu,4,GRS CS 655
,"Programming-centric introduction to how networks of computers are structured to operate as coherent single systems. Introducing principles of architecture, processes, communications, naming, synchronization, consistency and replication, fault tolerance and security, and paradigms such as web-based, object-based, file system, and consistency-based.",Distributed Systems,Boston University,,www.bu.edu,4,GRS CS 651
,"Studies computer systems that exhibit intelligent behavior, in particular, perceptual and robotic systems.  Topics include human computer interfaces, computer vision, robotics, game playing, pattern recognition, knowledge representation, planning.   ",Artificial Intelligence,Boston University,,www.bu.edu,4,GRS CS 640
,"Large and small scale phenomena in oceanic, atmospheric, and land surface fluids.  Properties of gases  and liquids; surface body forces; statics; flow analysis; continuity and momentum conservation. Darcy's  Law; potential, open channel geostraphic flow; dimensional analysis; diffusic turbulence.",Geodynamics II: Fluids and Fluid Transport,Boston University,,www.bu.edu,4,GRS GE 683
,"The biophysical environments and ecology of urban settlements. Key topics include the physical  environment, patterns in human population growth and development, ecosystem structure and function,  global change, urban environment pollution and management, and sustainable urban development. Also   offered as GRS BI 675.",Urban Ecology,Boston University,,www.bu.edu,4,GRS GE 675
,"Economic and policy analysis of how to manage ecosystems for the provision of food, energy, and water.  Introduces cost-benefit analysis, dynamic optimization, and ecosystem service valuation as tools for  understanding the optimal management of ecosystems and tradeoffs.","Food, Energy, and Water Policy",Boston University,,www.bu.edu,4,GRS GE 660
,"Explores the past, present, and possible future dynamics of the terrestrial carbon cycle. Key topics include the physical climate system, variability, ecosystem processes, land use issues, and impacts of global change on society.",Terrestrial Ecosystems and the Carbon Cycle,Boston University,,www.bu.edu,4,GRS GE 656
,"Devoted to understanding the physical processes involved in remote sensing.  Emphasis based on topics of radiative transfer in the atmosphere, at the surface, and in sensors.  Reflectance modeling, advanced sensor systems, and geometric effects.  A short research paper is required.",Physical Models in Remote Sensing,Boston University,,www.bu.edu,4,GRS GE 645
,"At least introductory statistics (and preferable multivariate statistics) recommended.  This course pursues both the algorithms involved in processing remote sensing images and their application.  Topics include preprocessing, image transformations, image classification and segmentation, spectral mixture analysis, and change detection.  Examples cover a wide range of environmental applications of remote sensing.  Students do a project",Digital Image Processing - Remote Sensing,Boston University,,www.bu.edu,4,GRS GE 640
,"Survey and historical overview of key environmental policies and regulations in the United States. Emphasis  on policy development, including formulation and implementation of federal pollution control regulations  since the National Environmental Policy Act of 1970. Considers possible future policy needs.",United States Environmental Policy,Boston University,,www.bu.edu,4,GRS GE 625
,"Introduction to the analysis of environmental policy, the implications of environmental problems for public decision making, the tools available to decision-makers, and their effectiveness, advantages, and disadvantages.",Methods of Environmental Policy Analysis,Boston University,,www.bu.edu,4,GRS GE 620
,"Theory and practice of development with an explicit focus on environmental issues. Introduces history of   development and the environment; explores select themes in development and environmental studies (e.g.   rural livelihoods, conservation, urbanization, and climate change); and considers alternative development   paradigms.",Environment and Development: A Political Ecology Approach,Boston University,,www.bu.edu,4,GRS GE 600
,Develops skills in critical scientific thinking through readings and discussions of classic and current literature in geochemical cycles.,Advanced Topics in Geochemical Cycles,Boston University,,www.bu.edu,4,GRS ES 834
,"Analysis and synthesis of the primary literature via in-depth case studies in terrestrial biogeoscience. Students meet weekly with faculty to read papers from the primary literature, synthesize results, and prepare a peer-review quality paper on the case study. Also offered as GRS BI 720 and GRS GE 720.",Practicum in Terrestrial Biogeoscience,Boston University,,www.bu.edu,2,GRS ES 720
,Introduction to the field of Terrestrial Biogeoscience through weekly research presentations and discussions with GRS faculty and distinguished guests. Students also meet weekly with lead faculty member to discuss primary literature related to each presentation. Also offered as GRS BI 719 and GRS GE 719.,Colloquium in Terrestrial Biogeoscience,Boston University,,www.bu.edu,2,GRS ES 719
,"Quantitative techniques for deriving models of geologic processes from physical measurements. Applications include marine sediment composition, soil response to solar heating, seismic-wave propagation in the mantle, estuarine water quality, glacial and interglacial cycles, and olivine deformation.",Quantitative Methods for Earth Sciences II: Analysis and Modeling of Geologic Processes,Boston University,,www.bu.edu,4,GRS ES 702
,"The goals, contents, and methods of instruction in earth sciences. General teaching-learning issues. Required of all teaching fellows. ",Teaching College Earth Sciences I,Boston University,,www.bu.edu,2,GRS ES 699
,"Large- and small-scale phenomena in oceanic, atmospheric, and land-surface fluids. Properties of gases and liquids; surface body forces; statics; flow analysis; continuity and momentum conservation. Darcy's Law; potential, open channel and geostrophic flow; dimensional analysis; diffusion, turbulence. Offered alternate years.",Geodynamics II Fluids and Fluid Transport,Boston University,,www.bu.edu,4,GRS ES 683
